number,title,local_title,title_data,organization,first_year,place,additional_data,heading,period,source,editiontype,price 1955,edition 1955,price 1956,edition 1956,price 1957,edition 1957,price 1958,edition 1958,price 1959,edition 1959,price 1960,edition 1960
5051,*Информационное письмо,См. 5051.,См. 5051.,См. 5051.,См. 5051.,См. 5051.,См. 5051.,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
5056,*Информационно—методические материалы,См. 5056.,См. 5056.,См. 5056.,См. 5056.,См. 5056.,См. 5056.,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
5054,Информационно—методическое письмо,,,Донецкий науч.—исслед. ин—г физиологии труда,1955,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,500.0,,800.0,,,,550.0,,,,
5055,Информационный бюллетень,,,"Ленингр. сан.—гигиен, мед. ин—т",,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,225.0,,,,,,,,
5056,Информационный бюллетень,,,"Моск, науч.—исслед. ин—т санитарии и гигиены им. Ф. Ф. Эрисмана",1943,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,300.0,600.0,300.0,1000.0,300.0,1100.0,300.0,1200.0,300.0,1000.0,,
5057,"Информационный бюллетень по вопросам экспертизы трудоспособности, трудового устройства и организации труда инвалидов",,,"Центр, науч.—исслед. ин—т экспертизы трудоспособности и организации труда инвалидов «ЦИЭТИН»",1958,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,5000.0,,,,
5058,Методическое письмо,,,"Ленингр. науч. послед, ин—т экспертизы трудоспособности и организации труда инвалидов «ЛИЭТИН»",,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,5000.0,,5000.0,,5000.0,,4250.0
5059,Методическое письмо,,,"Центр, науч.—исслед. ин—т экспертизы трудоспособности и организации труда инвалидов «ЦИЭТИН»",,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,6000.0,,5000.0,,5000.0,,4500.0,,5000.0,,
5060,Научная информация и обмен опытом,,,Киевский науч.—исслед. ин—т гигиены труда и профзаболеваний,,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,30.0,1500.0,,,,,,,,,48.0,1500.0
5063,* Обмен опытом для внедрения в практику,См. 5063.,См. 5063.,См. 5063.,См. 5063.,См. 5063.,См. 5063.,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
5061,Обмен опытом,,,Ин—т гигиены труда и профзаболеваний,1958,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,1250.0,,,,
5062,Обмен опытом,,,Ин—т сан. просвещения М—ва здравоохранения СССР,,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,75.0,11500.0,88.0,3000.0,88.0,3150.0,83.0,3000.0
5060,*Обмен опытом,См. 5060.,См. 5060.,См. 5060.,См. 5060.,См. 5060.,См. 5060.,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
5063,Обмен опытом,,,Свердл. науч.—исслед. ин—т гигиены труда и профпатоло—П и,1958,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,100.0,1100.0,107.0,1033.0,,
5064,Обмен опытом,,,Укр. ин—т гигиены труда и профзаболеваний,,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,350.0,,420.0,,,,
5062,*Обмен опытом,См. 5062.,См. 5062.,См. 5062.,См. 5062.,См. 5062.,См. 5062.,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
5065,Организационно—методический бюллетень,,,Томский обл. отд. здравоохранения. Обл. Дом сан. просвещения,,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,1000.0,,,,
5066,Перечень информационных материалов,,,"Укр. науч.—исслед. ин—т коммун, гигиены. Сектор зарубежной информации Отдела зарубежной информации",1960,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,60.0,1100.0
5067,Профессиональные нейротоксикозы,,,Гос. науч.—исслед. ик—т гигиены труда и профзаболеваний,,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,50.0,1000.0,150.0,1000.0
5068,Реферативный сборник научно—практических работ по дезинфекции,,,Центр. науч.—исслед. дезинфекционный ип—т,1960,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,400.0,1000.0,400.0,1500.0,400.0,2000.0,400.0,1200.0,400.0,1200.0
5069,Технические условия на методы определения вредных веществ в воздухе,,,"Метод, комис. по пром—саи. химии при Глав. гос. сан. инспекции СССР",1960,,,б) Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,190.0,5000.0
5070,"Архив анатомии, гистологии и эмбриологии",,,Акад. мед наук СССР,1916,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,Ежемес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,500.0,3320.0,500.0,3700.0,800.0,3340.0,800.0,3130.0,800.0,2500.0,,
5071,Архив патологии,,,М—во здравоохранения СССР. Акад. мед. наук СССР,1935,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,Ежемес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,1000.0,4780.0,1000.0,4755.0,500.0,4316.0,500.0,4140.0,500.0,3905.0,500.0,3888.0
993,*Физиологический журнал,См. 993.,См. 993.,См. 993.,См. 993.,См. 993.,См. 993.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,,
994,*Физиологический журнал СССР им,См. 994.,См. 994.,См. 994.,См. 994.,См. 994.,См. 994.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,,
5072,Патологическая физиология и экспериментальная терапия,,,М—во здравоохранения СССР и Акад. мед. наук СССР,1957,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,500.0,1445.0,500.0,2402.0,550.0,2037.0,600.0,2534.0
5073,Бюллетень научных трудов,,,"Рязан. огд—ние Всесоюз. науч. о—ва анатомов, гистологов и эмбриологов",,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,467.0,2000.0,,,,
5074,Бюллетень научных трудов,,,"Чит. отд—ние Всесоюз. науч. о—ва анатомов, гистологов и эмбриологов",1959,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,800.0,633.0,450.0,1000.0
5073,"*Бюллетень Рязанского отделения Всесоюзного научного общества анатомов, гистологов и эмбриологов",См. 5073.,См. 5073.,См. 5073.,См. 5073.,См. 5073.,См. 5073.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5074,"*Бюллетень Читинского и Иркутского отделений Всесоюзного научного общества анатомов, гистологов и эмбриологов",См. 5074.,См. 5074.,См. 5074.,См. 5074.,См. 5074.,См. 5074.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5075,Вопросы клинической патологии,,,Труды Моск. обл. науч.—исслед. клинич. ин—та им. М. Ф. Владимирского,1960,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,600.0,3000.0
5252,*Вопросы краевой патологии,См. 5252.,См. 5252.,См. 5252.,См. 5252.,См. 5252.,См. 5252.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5076,Вопросы краевой физиологии и патологии,,,Акад. наук Узбек. ССР. Ин—т краевой эксперим. медицины,1960,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,500.0,650.0
5077,Вопросы морфологии,,,"Киргиз, гос. мед. ин—т",1960,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,500.0,2000.0
1004,*Вопросы сравнительной фйзиологин анализаторов,См. 1004.,См. 1004.,См. 1004.,См. 1004.,См. 1004.,См. 1004.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
1005,*Вопросы физиологии,См. 1005.,См. 1005.,См. 1005.,См. 1005.,См. 1005.,См. 1005.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5078,Вопросы физиологии человека и животных,,,"Белорус, гос. ун—т им. В. И. Ленина",1960,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,860.0,1000.0
1014,*Научные сообщения,См. 1014.,См. 1014.,См. 1014.,См. 1014.,См. 1014.,См. 1014.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5083,*Рефераты научных работ,См. 5083.,См. 5083.,См. 5083.,См. 5083.,См. 5083.,См. 5083.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5079,Сборник научных работ,,,"Львовекое обл. науч. о—во анатомов, гистологов и эмбриологов",1958,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,600.0,600.0,,,,
5080,Сборник научных работ,,,"Свердл. отд—ние. Всесоюз. о—во анатомов, гистологов и эмбриологов",1957,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,250.0,1000.0,,,630.0,1000.0,,
4970,*Сборник научных трудов физиологических кафедр,См. 4970.,См. 4970.,См. 4970.,См. 4970.,См. 4970.,См. 4970.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5081,"Сборник работ Казахского республиканского научного общества анатомов, гистологов и эмбриологов",,,"Казахского республиканского научного общества анатомов, гистологов и эмбриологов.",1958,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,1800.0,1500.0
5082,Сборник работ Кафедры нормальной анатомии КГМИ [Кишиневский гос,,,"Молдав. филиал Всесоюз. науч. о ва анатомов, гистологов и эмбриологов",1958,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,600.0,,,,
5083,Сборник рефератов научных работ,,,"Омское отд—ние Всесоюз. науч. о—ва анатомов, гистологов и эмбриологов",1956,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,625.0,,,,,,,,
5084,Сборник рефератов научных работ,,,"Сталинское отд—пие Всесоюз. науч. о—ва анатомов, гистологов и эмбриологов и Сталинский гос. мед. ин—т им. Л. М. Горького",1956,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,500.0,,,,,,,,
5085,Сборник трудов,,,"Кафедра физиологии. Гос. центр, ордена Ленина ин—т физ. культуры",,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,800.0,1000.0,,
1019,*Сборник трудов,См. 1019.,См. 1019.,См. 1019.,См. 1019.,См. 1019.,См. 1019.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
1024,"*Труды Всесоюзного общества физиологов, биохимиков и фармакологов",См. 1024.,См. 1024.,См. 1024.,См. 1024.,См. 1024.,См. 1024.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
1025,*Труды Ижевского отделения Всесоюзного физиологического общества им И П Павлова,См. 1025.,См. 1025.,См. 1025.,См. 1025.,См. 1025.,См. 1025.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
1037,*Труды Института,См. 1037.,См. 1037.,См. 1037.,См. 1037.,См. 1037.,См. 1037.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5086,Труды Института краевой патологии,,,Акад. наук Казах. ССР,,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,1457.0,1050.0,1310.0,800.0,1800.0,1160.0,1410.0,870.0,2000.0,1350.0
1042,*Труды Института физиологии,См. 1042.,См. 1042.,См. 1042.,См. 1042.,См. 1042.,См. 1042.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
1043,*Труды Института физиологии,См. 1043.,См. 1043.,См. 1043.,См. 1043.,См. 1043.,См. 1043.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
1044,*Труды Института физиологии им,См. 1044.,См. 1044.,См. 1044.,См. 1044.,См. 1044.,См. 1044.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
1045,*Труды Института физиологии,См. 1045.,См. 1045.,См. 1045.,См. 1045.,См. 1045.,См. 1045.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5087,Труды Института экспериментальной морфологии им,,,Акад. наук Груз. ССР,1948,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,2880.0,1000.0,,,1860.0,600.0,1640.0,600.0,,,1780.0,600.0
5088,Труды Кафедры нормальной анатомии,,,Сарат. гос. мед. ин—т,1955,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,1300.0,1000.0,,,,,,,,,,
5089,Труды Кафедры патологической физиологии 1го Ленинградского медицинского института им акад И П Павлова,,,Кафедры патологической физиологии 1го Ленинградского медицинского института им акад И П Павлова,1958,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,1500.0,,,,
1049,*Труды Кировского отделения Всесоюзного физиологического общества им,См. 1049.,См. 1049.,См. 1049.,См. 1049.,См. 1049.,См. 1049.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5090,Труды Научно—исследовательского института физиологии и патологии женщины,,,Научно—исследовательского института физиологии и патологии женщины,1960,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,250.0,1000.0
1052,*Труды Оренбургского отделения Всесоюзного общества физиологов им,См. 1052.,См. 1052.,См. 1052.,См. 1052.,См. 1052.,См. 1052.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5004,*Труды по вопросам патологии,См. 5004.,См. 5004.,См. 5004.,См. 5004.,См. 5004.,См. 5004.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
1057,*Труды Физиологической лаборатории,См. 1057.,См. 1057.,См. 1057.,См. 1057.,См. 1057.,См. 1057.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
7431,*Ученые записки Кафедры анатомии и физиологии человека и животных,См. 7431.,См. 7431.,См. 7431.,См. 7431.,См. 7431.,См. 7431.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5091,Ученые записки Кафедры анатомии и физиологии человека и животных,,,Рост. нД. гос. пед. ин—т,1948,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,510.0,,,,
7431,[Кафедра анатомии и физиологии человека и животных],См. 7431.,См. 7431.,См. 7431.,См. 7431.,См. 7431.,См. 7431.,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5092,Ученые записки,,,"Оренб. отд—ние. Всесоюз. науч. о—во анатомов, гистологов и эмбриологов",1958,,,в) Нормальная и патологическая анатомия и физиология. Гистология. Эмбриология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,250.0,500.0,,
5093,"Вопросы курортологии, физиотерапии и лечебной физической культуры",,,М—во здравоохранения СССР,1923,,,г) Общая терапия. Физиотерапия. Курортология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,400.0,6608.0,,,,,,,,,400.0,6271.0
5094,Терапевтический архив,,,М—во здравоохранения СССР,1923,,,г) Общая терапия. Физиотерапия. Курортология,Ежемес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,600.0,12725.0
5113,* Вопросы курортного дела в Узбекистане,См. 5113.,См. 5113.,См. 5113.,См. 5113.,См. 5113.,См. 5113.,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5095,Вопросы патологии сердечно—сосудистой системы,,,Изд—во иностр. лит.,1952,,,г) Общая терапия. Физиотерапия. Курортология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,840.0,,840.0,,840.0,,840.0,,840.0,,840.0,
5096,Лечение на курортах Забайкалья,,,"ВЦСПС. Центр, курортное упр. профсоюзов. Чит. территориальное курортное упр. профсоюзов",1958,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,740.0,1000.0
5097,Научно—практические труды врачей санаториев Грузинской ССР,,,Гос. науч.—исслед. ин—т курортологии и физиотерапии Главкурсанупра Минздрава ГССР,,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,700.0,1000.0,,
5098,Рица—Авадхара,,,"Абхаз, филиал Науч.—исслед. ин—та курортологии и физиотерапии",1948,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,1080.0,1000.0,,,,
5099,Сборник научно—практических работ здравниц ВЦСПС,,,"Центр, упр. курортов, санаториев и домов отдыха ВЦСПС",1953,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,2500.0,,,,,,,,,,
5100,Сборник переводов из иностранной периодической гомеопатической литературы,,,"Центр. гомеопатии, поликлиника МООЗ .(Моск. обл. отд. здравоохранения",1960,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,1200.0,2500.0
5101,Сборник работ практических врачей курорта «Нальчик»,,,"Ставроп. гос. мед. ин—т и Кабард.—Балкар. территориальное упр. курортов, санаториев и домов отдыха",1953,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,540.0,500.0,,,,,630.0,500.0,,
5102,Сборник трудов,,,"Абхаз, филиал Науч.—исслед. ин—та курортологии и физиотерапии",1958,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,1060.0,1000.0,,,,
5103,Сборник трудов,,,Азербайдж. науч.—исслед. ин—т курортологии и физ. методов леиения им. С. М. Кирова,,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,940.0,1000.0,,,,,580.0,1000.0,1640.0,500.0
5104,Сборник трудов,,,Науч.—исслед. ин—т курортологии и физиотерапии,1940,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,1000.0,500.0,,,1000.0,500.0,,,,,1000.0,500.0
5105,"Сборник трудов практических врачей лечебных учреждений Пятигорского территориального управления курортов, санаториев и домов отдыха",,,Гос. науч.—исслед. бальнеол. ин—т на Кав—мннводах,1957,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,1255.0,1500.0,,,1255.0,1450.0,,
5106,Сборник трудов,,,Томский науч.—исслед. ин—т курортологии и физиотерапии М—ва здравоохранения РСФСР,1933,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,1200.0,300.0,,,1200.0,600.0,,
5107,Сборник трудов,,,Цхалтуб. филиал Науч.—исслед. ин—та курортологии и физиотерапии,1956,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,1670.0,500.0,,,,,,,,
5108,Труды Института,,,Ин—т курортологии и физ. методов лечения,1954,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,225.0,,,,,,,,
