number,title,local_title,title_data,organization,first_year,place,additional_data,heading,period,source,editiontype,price 1961,edition 1961,price 1962,edition 1962,price 1963,edition 1963,price 1964,edition 1964,price 1965,edition 1965
4462,Сборник научно-практических работ,,,"Укр. центр, науч.-исслед. ин-т экспертизы трудоспособности и организации труда инвалидов «УкрЦИЭТИН»",,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,30.0,,,,,,,,,
4304,Сборник научных работ,См. 4304.,См. 4304.,См. 4304.,См. 4304.,См. 4304.,См. 4304.,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
4463,Сборник работ по силикозу,,,Акад наук СССР. Уральский филиал. Уральская комис. по борьбе с силикозом,1956,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,500.0,,,,,,,,
4464,Сборник трудов ,Шромата кребули,,Науч.-исслед. ин-т гигиены труда и профзаболеваний им. Н. Махвиладзе,1947,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,100.0,500.0,,,,
4465,Сборник трудов ,Шромата кребули,,Науч.-исслед. ин-т санитарии и гигиены,,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,52.0,1000.0
4466,Труды института,,,Горьк. гос. науч.-исслед. ин-т гигиены труда и профболезней М-ва здравоохранения РСФСР,,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,90.0,600.0,,,,,,
4467,Труды Лаборатории электромагнитных полей радиочастот Института гигиены труда и профессиональных заболеваний АМН СССР,,,Лаборатории электромагнитных полей радиочастот Института гигиены труда и профессиональных заболеваний АМН СССР,1960,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,80.0,400.0,,
4468,Труды Ленинградского научно-исследовательского института экспертизы трудоспособности и организации труда инвалидов «ЛИЭТИН»,,,,,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,77.0,3833.0,,,75.0,4510.0,122.0,3700.0,103.0,3167.0
4469,Труды Ленинградского санитарно-гигиенического медицинского института,,,Ленинградского санитарно-гигиенического медицинского института,1949,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,96.0,1950.0,117.0,3333.0,70.0,2497.0,140.0,3000.0,78.0,600.0
4470,Труды,,,Молдав. науч.-исслед. ин-т гигиены и эпидемиологии,1956,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,49.0,1000.0,,,,,,,29.0,1000.0
4471,Труды по радиационной гигиене,,,Ленингр. науч.-исслед. ин-т радыац. гигиены,1959,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,100.0,800.0,,
4472,Труды Центрального научно-исследовательского дезинфекционного института,,,Центрального научно-исследовательского дезинфекционного института,1936,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,80.0,1000.0,80.0,1000.0,100.0,1000.0,,,120.0,1000.0
4473,Ученые записки,,,"Моск, науч.-исслед. ин-т гигиены им. Ф. Ф. Эрисмана",,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,50.0,500.0,45.0,500.0,50.0,500.0,,,,
4474,Информационное письмо,,,"Моск, науч.-исслед. ин-т гигиены им. Ф. Ф. Эрисмана",,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,425.0,,1650.0,,,,1500.0,,2000.0
4475,Информационное письмо,,,Респ. Дом сан. просвещения РСФСР,,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,1000.0,,,,,,
4476,Информационно-методическое письмо ЛИЭТИН,,,Ленингр. науч.-исслед. ин-та экспертизы трудоспособности и ограниза-ции труда инвалидов,,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,3500.0,,,,3000.0
4477,Методические материалы и научные сообщения,,,Всесоюз. науч.-исслед. ин-т ж.-д. гигиены,1956,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,20.0,1200.0,20.0,1200.0,,,22.0,1200.0,,
4478,Методическое письмо,,,Ленингр. науч.-исслед. ин-т экспертизы трудоспособности и организации труда инвалидов «ЛИЭТИН»,,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,3000.0,,,,,,,,3000.0
4479,Обмен опытом,,,Ин-т сан. просвещения,1957,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,3000.0,,3000.0,,3000.0,,,,
4480,Обмен опытом,,,Магаданский обл. Дом сан. просвещения. Магаданский обл ком-т О-ва Красного Креста,,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,
4481,Профессиональные нейротоксикозы,,,"Гос. науч.-исслед. ин-т гигиены труда и профзаболеваний, г. Ленинград",1959,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,
4482,Технические условия на методы определения вредных веществ в воздухе,,,,1960,,,б)Санитария и гигиена. Санитарное просвещение. Профессиональная патология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,12.0,5000.0,,,15.0,1800.0,39.0,3600.0
4483,Архив патологии,,,М-во здравоохранения СССР,1935,,,в)Патологическая анатомия и физиология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,50.0,4000.0,50.0,4188.0,50.0,4146.0,50.0,3935.0,50.0,4071.0
4484,Патологическая физиология и экспериментальная терапия,,,М-во здравоохранения СССР,1957,,,в)Патологическая анатомия и физиология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,60.0,2490.0,60.0,2617.0,60.0,2522.0,60.0,2483.0,60.0,2406.0
4485,Вопросы патологической анатомии,,,Оренб. обл. отд. здравоохранения. Оренб. обл. о-во патологоанатомов,1962,,,в)Патологическая анатомия и физиология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,31.0,500.0,,,49.0,500.0,,
4486,Вопросы физиологии и патологии органов шпцеварения,,,Ташк. гос. мед. ин-т,1964,,,в)Патологическая анатомия и физиология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,340.0,1000.0,,
4487,Некоторые вопросы климатофизио-логин и краевой патологии,,,Чит. гос. мед. ин-т. Чит. обл. отд-ние Всесоюз. о-ва патофизиологов,,,,в)Патологическая анатомия и физиология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,61.0,1200.0,,,44.0,600.0,,,50.0,600.0
4297,Сборник научных работ,См. 4297.,См. 4297.,См. 4297.,См. 4297.,См. 4297.,См. 4297.,в)Патологическая анатомия и физиология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
949,Труды (Ин-т нормальной и патол,См. 949.,См. 949.,См. 949.,См. 949.,См. 949.,См. 949.,в)Патологическая анатомия и физиология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
4488,Труды Казахского института краевой патологии,,,Казахского института краевой патологии,,,,в)Патологическая анатомия и физиология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,169.0,1250.0,158.0,1250.0,,,,,132.0,800.0
4489,Труды Ленинградского научного общества патологоанатомов,,,Науч. о-во патологоанатомов Ленинграда и Ленингр. обл.,1960,,,в)Патологическая анатомия и физиология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,90.0,1000.0,,,112.0,19621000.0,80.0,1000.0
6694,"Ученые записки Работы пофизиологии человека и животных, зоологии, методике биологии",См. 6694.,См. 6694.,См. 6694.,См. 6694.,См. 6694.,См. 6694.,в)Патологическая анатомия и физиология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
4491,"Вопросы курортологии, физиотерапии и лечебной физической культуры",,,М-во здравоохранения СССР,1923,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,40.0,5879.0,40.0,7270.0,40.0,8038.0,40.0,7788.0,40.0,8564.0
4492,Кардиология,,,М-во здравоохранения СССР,1961,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,,,50.0,7381.0,50.0,8810.0,50.0,8463.0,50.0,9677.0
4493,Терапевтический архив,,,М-во здравоохранения СССР,1923,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,60.0,13901.0,60.0,14574.0,60.0,14569.0,60.0,13640.0,60.0,14663.0
4494,Актуальные вопросы патологии печени,,,"Акад. наук Тадж. ССР. Акад. мед. наук СССР. Ин-т краев, медицины",1962,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,196.0,1500.0,170.0,1050.0,,,138.0,1400.0
4495,Актуальные вопросы патологии сердечно-сосудистой системы,,,Укр. науч.-исслед. ин-т клинич. медицины им. акад. Н. Д. Стражеско,1940,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,142.0,1200.0,,,155.0,1500.0,,,,
4496,Вопросы бальнеофизиотерапии,,,Томский науч.-исслед. ин-т курортологии' и физиотерапии,1933,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,113.0,1000.0,,,,
4497,Вопросы диагностики и терапии в клинике внутренних болезней,,,,1964,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,750.0,,
4498,Вопросы кардиологии,,,"Астрах, мед. ин-т им. А. В. Луначарского. Астрах, обл. отд. здравоохранения. Обл. науч. о-во терапевтов",1962,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,50.0,1000.0,,,,,,
4499,Вопросы кардиологии,,,Ин-т кардиологии,,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,78.0,1000.0,,,,,,
4500,Вопросы кардиологии и гастроэнтерологии,,,Кафедра пропедевт. терапии 1-го Моск. мед. ин-та им. И. М. Сеченова и Лаборатория гастроэнтерологии АМН СССР,1963,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,11.0,500.0,11.0,800.0
4501,Вопросы климатотерапии,,,Науч.-исслед. ин-т мед. климатологии и климатотерапии им. И. М. Сеченова,1958,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,100.0,1000.0,,,,,,
4502,Вопросы курортологии и ревматологии,,,"Литов, ин-т эксперим. медицины Акад. мед. наук СССР. Литов, респ. Совет по управлению курортами профсоюзов",,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,155.0,1000.0,,
4503,Вопросы курортологии и физиотерапии,,,Томский науч.-исслед. ин-т курортологии и физиотерапии. Новосиб. территор. Совет по управлению курортами профсоюзов,1961,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,47.0,800.0,,,,
4504,Лечение на курортах Забайкалья,,,Чит. гос. мед. ин-т. Чит. территор. Совет по управлению курортами профсоюзов,1958,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,73.0,1000.0,,,,
4505,Очерки по минеральным водам СССР,,,,1964,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,154.0,3500.0,,
4506,Патология сердечно-сосудистой системы,,,"Львовское обл. терапевтия, о-во",1961,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,121.0,1000.0,,,,,,,,
4507,Сборник научных работ врачей санаторно-курортных учреждений профсоюзов,,,"ВЦСПС. Центр, совет по управлению курортами профсоюзов",1964,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,86.0,1500.0,81.0,1500.0
4508,Сборник научных трудов,,,Науч.-исслед. ин-т курортологии и физиотерапии им. проф. А. А. Акопяна,1954,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,80.0,550.0,100.0,550.0
4509,Сборник трудов,,,"Абхаз, филиал Науч.-исслед. ин-та курортологии и физиотерапии Груз. ССР",1948,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,400.0,,,,,,,,
4510,Сборник трудов,,,Азербайдж. науч.-исслед. ин-т курортологии и физ. методов лечения им. С. М. Кирова,1941,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,138.0,500.0,73.0,500.0,100.0,500.0,140.0,500.0,165.0,500.0
4511,Сборник трудов,,,Гос. науч.-исслед. ин-т курортологии и физиотерапии,1940,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,150.0,500.0,100.0,500.0,,,,
4512,Сборник трудов,,,Науч.-исслед. ин-т эксперим. и клинич. терапии,1963,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,127.0,500.0,,,200.0,500.0
4513,Сборник трудов практических врачей лечебных учреждений Пятигорского территориального совета по управлению курортами профсоюзов совместно с Институтом физиологии им,,,,1957,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,100.0,1500.0,158.0,1500.0,,,,
4514,Сборник трудов,,,Узб. науч.-исслед. ин-т курортологии и физиотерапии им. Н. А. Семашко,1933,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,200.0,750.0,100.0,600.0,,,,,,
4515,Сборник трудов,,,Цхалтуб филиал Науч-исслед. ин-та курортологии и физиотерапии,1956,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,160.0,500.0,,,,,,
4516,Сердечно-сосудистые заболевания и лечение их на Кисловодском курорте,,,Кисловод. о-во курортологов и физиотерапевтов. Пятигор. науч.-исслед. ин-т курортологии и физиотерапии. Кисловод. совет по управлению курортами профсоюзов,1961,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,46.0,500.0,,,,,,,150.0,700.0
4517,Труды Института клинической в экспериментальной кардиологии им М Д Цинамзгваритвили,,,Института клинической в экспериментальной кардиологии им М Д Цинамзгваритвили,1952,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,86.0,600.0,,,376.0,1000.0,,,,
4518,Труды института,,,"Пятигор. гос, науч.-исслед. ин-т курортологии и физиотерапии",1923,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,84.0,2000.0,,
4519,Труды ,Шромеби,,Науч.-исслед. ла-боратория питания М-ва здравоохранения Груз. ССР,,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,70.0,500.0,,,100.0,300.0,,,,
4520,Труды Оренбургского областного отделения Всероссийского научного общества терапевтов,,,Оренбургского областного отделения Всероссийского научного общества терапевтов,1959,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,46.0,600.0,,,42.0,600.0,,,,
4521,Труды по курортологии ,Kurorto-loogilised minimised,,Ин-т эксперим. и клинич. медицины,1963,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,63.0,600.0,,,,
4522,"Труды Туркменского научно-исследовательского института климатологии, курортологии и физических методов лечения",,,,,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,74.0,1000.0,,,55.0,750.0,67.0,750.0
4523,Ученые записки,,,Укр. науч.-исслед. ин-т курортологии и физиотерапии,1936,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,90.0,1000.0,75.0,900.0,,,,,,
4524,Электроника и химия в кардиологии,,,Воронежское обл. о-во кардиологов. Воронежское обл. о-во терапевтов,1964,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,100.0,1700.0
4525,Информационно-методические материалы по вопросам гидрогеологии и бальнеотехники лечебных вод и грязей,,,"Центр, ин-т курортологии и физиотерапии. Отд. изучения курортных ресурсов",,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,48.0,1500.0,40.0,1800.0,,,,,,
4526,Информационно-методические материалы,,,Пятигор. территор. курортное упр. профсоюзов,,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,
4527,Информационно-методические материалы,,,"Центр, совет по управлению курортами профсоюзов",1960,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,16.0,3600.0,17.0,3000.0,,,,,,
4528,Информационно-методическое письмо,,,Пятигор. гос. науч.-исслед. ин-т курортологии и физиотерапии,,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,500.0,,
4529,Курортное лечение больных на Кавказских минеральных водах,,,Пятигор. науч.-исслед. ин-т курортологии и физиотерапии,1963,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,3000.0,,,,
4530,Методическое письмо,,,Базовый санаторий им. Орджоникидзе,,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,250.0,,,,,,
4531,Методическое письмо,,,Пенз. обл. врачебно-физкультурный диспансер,,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,400.0,,,,,,,,
4532,Методическое письмо,,,Тул. обл. врачебно-физкультурный диспансер,,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,350.0,,500.0,,,,,,
4533,Сборник методических указаний по терапии,,,"Глав, врачебно-сан. упр. МПС [М-ва путей сообщения СССР]",1961,,,г)Общая терапия. Внутренние болезни. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,22.0,1500.0,27.0,1500.0,,,28.0,1500.0,,
4534,Антибиотики,,,М-во здравоохранения СССР,1956,,,д)Фармация. Фармакология. Токсикология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,45.0,6139.0,45.0,5977.0,45.0,5635.0,45.0,4862.0,45.0,4735.0
4535,Аптечное дело,,,М-во здравоохранения СССР,1952,,,д)Фармация. Фармакология. Токсикология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,40.0,17943.0,40.0,17250.0,40.0,18978.0,40.0,19046.0,40.0,20231.0
4536,Фармакология и токсикология,,,«Медицина». (М-во здравоохранения СССР,1938,,,д)Фармация. Фармакология. Токсикология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,55.0,4150.0,55.0,4052.0,55.0,3876.0,55.0,3564.0,55.0,3703.0
4537,Фармацевтический журнал ,Фарма-цевтичннй журнал,,М-во здравоохранения УССР,1928,,,д)Фармация. Фармакология. Токсикология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,60.0,7113.0,60.0,7528.0,60.0,7796.0,60.0,7751.0,,
4538,Материалы к изучению женьшеня и других лекарственных растений Дальнего Востока,,,Акад. наук СССР. Сиб. отд-ние. Дальневост. филиал им. В. Л. Комарова,,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,179.0,1000.0,,,29.0,1500.0
4539,Материалы по токсикологии радиоактивных веществ,,,Акад. мед. наук СССР,,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,79.0,3000.0,,,100.0,1700.0
4540,Новые лекарственные средства,,,Фармакол. ком-т М-ва здравоохранения СССР,1962,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,58.0,13333.0,53.0,5000.0,,,55.0,7000.0
4541,Сборник научных работ,,,"Ленингр. науч.-исслед. ин-т антибиотиков с клинич, отд-нием, М-ва здравоохранения РСФСР",1958,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,60.0,2000.0,,,,,,
4542,Сборник научных трудов,,,"Центр, аптечный науч.-исслед. ин-т «ЦАНИИ»",1959,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,90.0,1000.0,90.0,1000.0,90.0,1000.0,,,,
4543,Токсикология новых промышленных веществ,,,Акад. мед. паук СССР. Ин-т гигиены труда и проф. заболеваний,1961,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,36.0,2667.0,46.0,2500.0,67.0,2500.0,74.0,2000.0,66.0,1800.0
4544,Труды Ленинградского химико-фармацевтического института,,,Ленингр. фармацевтич. ин-т,1947,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,150.0,1000.0,140.0,700.0,,,180.0,900.0,130.0,500.0
4545,Труды Ташкентского фармацевтического института,,,Ташкентского фармацевтического института,1957,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,320.0,500.0,,,,,,
